TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price
T00919,C0091,P013,2024-03-10 12:56:52,3,342.6,114.2
T00038,C0084,P058,2024-09-05 08:46:22,2,315.24,157.62
T00124,C0076,P058,2024-02-07 01:32:26,3,472.86,157.62
T00227,C0049,P058,2024-04-25 18:50:36,2,315.24,157.62
T00365,C0102,P058,2024-04-09 18:48:11,4,630.48,157.62
T00404,C0022,P058,2024-09-17 15:12:23,2,315.24,157.62
T00416,C0152,P058,2024-01-13 10:46:55,1,157.62,157.62
T00471,C0102,P058,2024-01-12 17:34:27,4,630.48,157.62
T00566,C0139,P058,2024-07-30 11:43:57,2,315.24,157.62
T00662,C0118,P058,2024-11-08 12:43:10,1,157.62,157.62
T00667,C0047,P058,2024-04-26 14:16:50,2,315.24,157.62
T00681,C0153,P058,2024-09-05 07:22:52,4,630.48,157.62
T00824,C0156,P058,2024-05-20 12:30:20,1,157.62,157.62
T00981,C0112,P058,2024-07-10 02:32:56,4,630.48,157.62
T00039,C0056,P050,2024-10-16 01:04:33,2,875.3,437.65
T00191,C0172,P050,2024-11-21 12:52:03,1,437.65,437.65
T00328,C0085,P050,2024-09-04 11:39:30,3,1312.95,437.65
T00345,C0140,P050,2024-08-07 09:24:39,4,1750.6,437.65
T00362,C0096,P050,2024-01-31 07:07:22,2,875.3,437.65
T00542,C0098,P050,2024-04-17 00:48:43,1,437.65,437.65
T00718,C0007,P050,2024-02-20 09:22:52,1,437.65,437.65
T00770,C0181,P050,2024-09-16 21:24:16,2,875.3,437.65
T00859,C0162,P050,2024-01-11 14:19:36,3,1312.95,437.65
T00902,C0009,P050,2024-10-12 04:57:16,1,437.65,437.65
T00904,C0155,P050,2024-01-17 03:47:03,1,437.65,437.65
T00979,C0112,P050,2024-05-08 03:42:39,3,1312.95,437.65
T00984,C0156,P050,2024-05-04 11:33:18,4,1750.6,437.65
T00040,C0177,P030,2024-06-27 19:13:16,4,1111.44,277.86
T00268,C0170,P030,2024-05-20 10:53:24,1,277.86,277.86
T00303,C0085,P030,2024-10-11 20:08:31,1,277.86,277.86
T00491,C0136,P030,2024-06-07 08:52:46,4,1111.44,277.86
T00511,C0081,P030,2024-05-26 05:56:36,3,833.58,277.86
T00604,C0011,P030,2024-08-10 15:04:27,1,277.86,277.86
T00647,C0018,P030,2024-08-03 19:15:23,4,1111.44,277.86
T00810,C0046,P030,2024-01-06 13:22:36,1,277.86,277.86
T00938,C0087,P030,2024-02-21 18:51:05,3,833.58,277.86
T00042,C0189,P025,2024-12-21 02:16:46,2,569.24,284.62
T00074,C0041,P025,2024-03-10 02:20:47,3,853.86,284.62
T00304,C0174,P025,2024-12-12 13:59:40,1,284.62,284.62
T00331,C0005,P025,2024-05-05 13:03:41,3,853.86,284.62
T00456,C0004,P025,2024-12-12 03:38:36,2,569.24,284.62
T00462,C0003,P025,2024-06-03 19:17:36,3,853.86,284.62
T00573,C0162,P025,2024-11-17 04:21:44,3,853.86,284.62
T00580,C0141,P025,2024-04-09 07:28:17,1,284.62,284.62
T00658,C0021,P025,2024-01-16 11:22:42,1,284.62,284.62
T00832,C0064,P025,2024-05-07 01:08:19,3,853.86,284.62
T00842,C0055,P025,2024-01-24 06:58:00,4,1138.48,284.62
T00864,C0096,P025,2024-08-22 05:45:56,4,1138.48,284.62
T00043,C0049,P027,2024-03-02 16:59:31,4,916.24,229.06
T00141,C0039,P027,2024-07-08 19:55:52,3,687.18,229.06
T00178,C0173,P027,2024-01-05 13:14:07,2,458.12,229.06
T00275,C0018,P027,2024-02-17 18:50:52,4,916.24,229.06
T00326,C0019,P027,2024-06-14 11:41:17,3,687.18,229.06
T00337,C0064,P027,2024-01-07 16:11:55,4,916.24,229.06
T00453,C0034,P027,2024-07-10 19:53:08,4,916.24,229.06
T00739,C0098,P027,2024-04-26 07:31:56,2,458.12,229.06
T00787,C0026,P027,2024-06-04 00:03:44,4,916.24,229.06
T00871,C0084,P027,2024-03-12 11:15:01,4,916.24,229.06
T00951,C0197,P027,2024-12-27 18:20:31,2,458.12,229.06
T00045,C0113,P078,2024-07-09 02:53:14,4,164.72,41.18
T00123,C0113,P078,2024-07-25 17:05:14,2,82.36,41.18
T00164,C0062,P078,2024-07-10 08:49:17,3,123.54,41.18
T00186,C0098,P078,2024-04-02 07:44:01,1,41.18,41.18
T00431,C0067,P078,2024-08-15 00:55:59,3,123.54,41.18
T00515,C0190,P078,2024-12-14 00:46:19,1,41.18,41.18
T00522,C0160,P078,2024-03-03 09:40:08,4,164.72,41.18
T00592,C0060,P078,2024-09-03 07:19:28,2,82.36,41.18
T00635,C0166,P078,2024-07-25 02:34:05,4,164.72,41.18
T00816,C0172,P078,2024-09-25 06:56:25,2,82.36,41.18
T00048,C0043,P100,2024-04-23 22:46:40,2,252.68,126.34
T00115,C0161,P100,2024-03-10 02:22:50,1,126.34,126.34
T00283,C0109,P100,2024-07-16 14:50:07,4,505.36,126.34
T00301,C0109,P100,2024-07-13 08:15:45,2,252.68,126.34
T00740,C0156,P100,2024-08-24 19:10:31,4,505.36,126.34
T00820,C0077,P100,2024-03-11 10:55:51,2,252.68,126.34
T00049,C0148,P039,2024-06-23 14:05:49,3,1291.77,430.59
T00086,C0168,P039,2024-07-14 14:57:44,3,1291.77,430.59
T00090,C0072,P039,2024-03-10 16:04:33,4,1722.36,430.59
T00198,C0048,P039,2024-09-17 07:53:30,1,430.59,430.59
T00256,C0192,P039,2024-07-30 12:47:07,3,1291.77,430.59
T00348,C0005,P039,2024-03-15 04:08:59,2,861.18,430.59
T00391,C0096,P039,2024-08-02 09:54:08,4,1722.36,430.59
T00472,C0016,P039,2024-07-02 06:30:26,1,430.59,430.59
T00480,C0102,P039,2024-08-02 03:34:50,3,1291.77,430.59
T00523,C0114,P039,2024-03-15 12:05:37,3,1291.77,430.59
T00555,C0088,P039,2024-12-15 04:43:29,1,430.59,430.59
T00665,C0053,P039,2024-11-01 12:16:45,4,1722.36,430.59
T00050,C0124,P016,2024-10-07 07:58:38,1,330.05,330.05
T00056,C0192,P016,2024-02-07 14:37:55,1,330.05,330.05
T00167,C0153,P016,2024-07-05 11:53:41,3,990.15,330.05
T00368,C0190,P016,2024-05-16 09:05:38,4,1320.2,330.05
T00579,C0051,P016,2024-12-16 17:36:31,1,330.05,330.05
T00683,C0111,P016,2024-01-27 21:34:25,4,1320.2,330.05
T00700,C0016,P016,2024-08-15 10:18:31,1,330.05,330.05
T00802,C0046,P016,2024-09-25 01:45:49,3,990.15,330.05
T00942,C0105,P016,2024-06-19 06:55:10,4,1320.2,330.05
T00051,C0097,P022,2024-03-23 05:58:54,1,137.54,137.54
T00160,C0065,P022,2024-07-29 06:59:14,3,412.62,137.54
T00252,C0154,P022,2024-06-12 22:59:30,1,137.54,137.54
T00271,C0035,P022,2024-04-29 19:45:24,3,412.62,137.54
T00296,C0179,P022,2024-07-23 09:15:48,3,412.62,137.54
T00300,C0160,P022,2024-08-16 08:44:30,4,550.16,137.54
T00414,C0194,P022,2024-03-31 03:46:52,3,412.62,137.54
T00481,C0188,P022,2024-08-30 20:51:44,3,412.62,137.54
T00509,C0025,P022,2024-08-13 22:51:21,1,137.54,137.54
T00612,C0140,P022,2024-10-15 18:21:07,1,137.54,137.54
T00742,C0124,P022,2024-03-23 05:53:50,2,275.08,137.54
T00761,C0199,P022,2024-10-01 05:57:09,4,550.16,137.54
T00886,C0104,P022,2024-10-28 14:36:09,3,412.62,137.54
T00895,C0121,P022,2024-05-03 18:35:03,3,412.62,137.54
T00932,C0001,P022,2024-09-17 09:01:18,3,412.62,137.54
T00054,C0085,P021,2024-02-05 07:45:31,3,1007.52,335.84
T00075,C0039,P021,2024-10-27 13:50:07,3,1007.52,335.84
T00299,C0098,P021,2024-08-27 22:57:39,1,335.84,335.84
T00440,C0136,P021,2024-07-24 00:20:52,3,1007.52,335.84
T00457,C0158,P021,2024-07-18 20:01:21,1,335.84,335.84
T00687,C0182,P021,2024-03-31 22:56:31,4,1343.36,335.84
T00737,C0157,P021,2024-05-19 06:37:56,1,335.84,335.84
T00763,C0185,P021,2024-04-14 23:09:04,3,1007.52,335.84
T00807,C0086,P021,2024-10-23 17:24:22,1,335.84,335.84
T00857,C0080,P021,2024-03-12 15:48:24,3,1007.52,335.84
T00877,C0137,P021,2024-01-31 15:36:46,2,671.68,335.84
T00055,C0177,P072,2024-06-12 20:54:36,2,798.68,399.34
T00162,C0045,P072,2024-08-26 13:10:31,3,1198.02,399.34
T00172,C0021,P072,2024-07-14 06:50:22,2,798.68,399.34
T00529,C0152,P072,2024-10-21 06:20:03,3,1198.02,399.34
T00929,C0068,P072,2024-12-24 23:45:11,3,1198.02,399.34
T00994,C0040,P072,2024-01-06 21:49:35,2,798.68,399.34
T00057,C0062,P059,2024-07-03 07:10:58,3,909.6,303.2
T00062,C0009,P059,2024-10-12 06:41:00,1,303.2,303.2
T00131,C0029,P059,2024-06-13 02:56:04,1,303.2,303.2
T00188,C0195,P059,2024-05-21 03:08:56,3,909.6,303.2
T00282,C0145,P059,2024-11-26 07:35:05,1,303.2,303.2
T00284,C0022,P059,2024-01-15 07:06:38,4,1212.8,303.2
T00295,C0087,P059,2024-07-22 09:54:09,3,909.6,303.2
T00377,C0179,P059,2024-01-22 19:36:33,1,303.2,303.2
T00400,C0175,P059,2024-04-24 00:16:33,2,606.4,303.2
T00638,C0100,P059,2024-04-27 05:29:48,3,909.6,303.2
T00674,C0024,P059,2024-04-14 01:19:59,3,909.6,303.2
T00702,C0104,P059,2024-05-20 13:15:04,4,1212.8,303.2
T00705,C0027,P059,2024-06-08 07:23:21,4,1212.8,303.2
T00775,C0156,P059,2024-10-05 06:56:28,1,303.2,303.2
T00806,C0062,P059,2024-01-04 21:05:07,2,606.4,303.2
T00854,C0017,P059,2024-07-14 10:29:11,1,303.2,303.2
T00882,C0156,P059,2024-09-21 14:11:57,3,909.6,303.2
T00906,C0129,P059,2024-10-10 12:25:03,4,1212.8,303.2
T00948,C0098,P059,2024-01-20 12:30:32,2,606.4,303.2
T00058,C0106,P031,2024-09-18 09:38:21,2,392.8,196.4
T00653,C0028,P031,2024-07-12 13:17:08,4,785.6,196.4
T00792,C0105,P031,2024-01-11 06:02:11,1,196.4,196.4
T00815,C0008,P031,2024-03-26 20:30:49,2,392.8,196.4
T00059,C0107,P042,2024-06-29 13:17:07,1,379.44,379.44
T00344,C0047,P042,2024-01-17 10:01:00,3,1138.32,379.44
T00484,C0013,P042,2024-02-24 20:08:07,2,758.88,379.44
T00514,C0032,P042,2024-11-27 20:42:52,1,379.44,379.44
T00693,C0122,P042,2024-12-17 19:17:17,4,1517.76,379.44
T00695,C0090,P042,2024-09-11 19:59:24,3,1138.32,379.44
T00861,C0141,P042,2024-09-26 21:52:56,4,1517.76,379.44
T00973,C0084,P042,2024-07-12 22:15:21,3,1138.32,379.44
T00060,C0054,P074,2024-05-06 13:06:06,4,1182.32,295.58
T00152,C0144,P074,2024-04-17 01:46:23,4,1182.32,295.58
T00217,C0047,P074,2024-02-28 06:05:22,1,295.58,295.58
T00223,C0163,P074,2024-04-29 10:25:40,1,295.58,295.58
T00250,C0045,P074,2024-07-14 11:42:29,4,1182.32,295.58
T00325,C0152,P074,2024-06-22 20:59:16,1,295.58,295.58
T00382,C0163,P074,2024-03-01 16:19:14,4,1182.32,295.58
T00438,C0037,P074,2024-07-15 16:33:41,3,886.74,295.58
T00537,C0012,P074,2024-12-25 08:03:34,1,295.58,295.58
T00743,C0172,P074,2024-01-21 13:21:23,3,886.74,295.58
T00796,C0166,P074,2024-08-12 05:20:19,3,886.74,295.58
T00839,C0089,P074,2024-12-03 21:30:15,3,886.74,295.58
T00885,C0170,P074,2024-09-13 07:08:30,3,886.74,295.58
T00061,C0126,P032,2024-01-16 00:42:19,2,977.26,488.63
T00116,C0127,P032,2024-08-15 21:51:12,1,488.63,488.63
T00319,C0139,P032,2024-01-17 09:48:56,1,488.63,488.63
T00320,C0179,P032,2024-04-06 16:23:53,3,1465.89,488.63
T00465,C0173,P032,2024-05-24 16:11:23,2,977.26,488.63
T00499,C0065,P032,2024-07-18 02:51:22,4,1954.52,488.63
T00513,C0023,P032,2024-11-11 10:44:12,2,977.26,488.63
T00577,C0082,P032,2024-10-19 00:46:52,2,977.26,488.63
T00821,C0050,P032,2024-04-04 14:19:01,2,977.26,488.63
T00867,C0171,P032,2024-10-23 16:23:33,3,1465.89,488.63
T00987,C0015,P032,2024-02-10 12:35:35,1,488.63,488.63
T00064,C0037,P009,2024-09-15 03:50:57,1,325.01,325.01
T00311,C0129,P009,2024-09-30 00:40:17,2,650.02,325.01
T00397,C0187,P009,2024-07-04 05:29:36,1,325.01,325.01
T00477,C0162,P009,2024-10-14 15:50:39,3,975.03,325.01
T00530,C0079,P009,2024-05-02 00:31:22,2,650.02,325.01
T00651,C0172,P009,2024-06-12 22:33:14,2,650.02,325.01
T00677,C0100,P009,2024-03-05 23:39:40,4,1300.04,325.01
T00065,C0049,P081,2024-02-01 19:05:13,1,66.32,66.32
T00081,C0077,P081,2024-11-02 19:35:08,4,265.28,66.32
T00092,C0189,P081,2024-04-15 01:10:23,3,198.96,66.32
T00103,C0091,P081,2024-08-13 03:22:31,4,265.28,66.32
T00111,C0082,P081,2024-09-16 22:57:51,4,265.28,66.32
T00387,C0173,P081,2024-05-18 16:57:20,3,198.96,66.32
T00486,C0111,P081,2024-07-03 07:27:54,4,265.28,66.32
T00512,C0183,P081,2024-01-08 13:41:10,1,66.32,66.32
T00668,C0053,P081,2024-01-21 08:08:41,2,132.64,66.32
T00715,C0033,P081,2024-07-05 23:41:15,2,132.64,66.32
T00898,C0108,P081,2024-07-26 21:44:47,1,66.32,66.32
T00939,C0010,P081,2024-03-29 07:04:02,3,198.96,66.32
T00960,C0147,P081,2024-09-10 12:40:27,1,66.32,66.32
T00066,C0041,P011,2024-01-21 22:41:36,4,1044.8,261.2
T00415,C0169,P011,2024-03-13 06:04:36,4,1044.8,261.2
T00521,C0148,P011,2024-06-11 02:31:18,4,1044.8,261.2
T00601,C0161,P011,2024-08-15 03:06:41,1,261.2,261.2
T00698,C0119,P011,2024-12-26 21:34:07,1,261.2,261.2
T00712,C0134,P011,2024-09-23 06:44:40,3,783.6,261.2
T00848,C0108,P011,2024-09-25 01:50:13,2,522.4,261.2
T00868,C0039,P011,2024-09-08 14:32:15,4,1044.8,261.2
T00977,C0136,P011,2024-01-16 15:56:05,4,1044.8,261.2
T00998,C0024,P011,2024-06-19 17:52:26,2,522.4,261.2
T00067,C0017,P096,2024-03-31 19:29:30,2,614.94,307.47
T00085,C0001,P096,2024-04-08 00:01:00,2,614.94,307.47
T00117,C0164,P096,2024-03-25 07:41:04,2,614.94,307.47
T00279,C0059,P096,2024-09-09 19:42:23,1,307.47,307.47
T00350,C0020,P096,2024-01-30 00:57:29,3,922.41,307.47
T00467,C0045,P096,2024-03-16 04:08:29,3,922.41,307.47
T00610,C0021,P096,2024-10-12 03:25:58,2,614.94,307.47
T00645,C0007,P096,2024-08-25 08:05:44,3,922.41,307.47
T00666,C0044,P096,2024-06-27 12:03:16,1,307.47,307.47
T00724,C0117,P096,2024-07-22 23:34:18,3,922.41,307.47
T00735,C0104,P096,2024-11-04 07:25:57,4,1229.88,307.47
T00748,C0119,P096,2024-10-13 16:15:16,1,307.47,307.47
T00764,C0026,P096,2024-10-09 13:52:57,4,1229.88,307.47
T00794,C0161,P096,2024-05-20 06:17:43,1,307.47,307.47
T00819,C0075,P096,2024-10-08 21:31:59,2,614.94,307.47
T00070,C0051,P017,2024-12-11 13:46:30,4,1879.08,469.77
T00180,C0073,P017,2024-03-11 15:12:50,2,939.54,469.77
T00224,C0171,P017,2024-07-06 23:53:24,4,1879.08,469.77
T00324,C0104,P017,2024-08-11 07:01:49,1,469.77,469.77
T00341,C0011,P017,2024-12-26 03:09:48,2,939.54,469.77
T00503,C0013,P017,2024-07-26 00:21:59,4,1879.08,469.77
T00558,C0169,P017,2024-11-29 23:39:00,4,1879.08,469.77
T00571,C0137,P017,2024-02-01 15:50:43,2,939.54,469.77
T00682,C0131,P017,2024-04-01 10:10:17,2,939.54,469.77
T00971,C0023,P017,2024-06-22 21:26:26,1,469.77,469.77
T00072,C0167,P048,2024-05-23 19:17:40,3,1249.2,416.4
T00280,C0175,P048,2024-05-09 17:38:43,2,832.8,416.4
T00298,C0042,P048,2024-11-09 20:42:09,1,416.4,416.4
T00322,C0099,P048,2024-02-17 04:23:02,3,1249.2,416.4
T00357,C0147,P048,2024-11-15 23:35:14,1,416.4,416.4
T00371,C0155,P048,2024-05-15 23:20:02,4,1665.6,416.4
T00548,C0185,P048,2024-01-06 22:00:35,3,1249.2,416.4
T00550,C0154,P048,2024-04-24 05:30:39,3,1249.2,416.4
T00608,C0025,P048,2024-06-13 22:53:33,2,832.8,416.4
T00657,C0100,P048,2024-08-04 15:35:01,1,416.4,416.4
T00771,C0200,P048,2024-09-10 09:50:48,4,1665.6,416.4
T00786,C0174,P048,2024-08-07 22:11:19,4,1665.6,416.4
T00811,C0141,P048,2024-06-03 23:59:14,4,1665.6,416.4
T00844,C0118,P048,2024-12-18 04:17:20,4,1665.6,416.4
T00950,C0068,P048,2024-02-28 16:08:32,4,1665.6,416.4
T00073,C0183,P052,2024-11-13 14:33:38,2,709.62,354.81
T00101,C0008,P052,2024-09-16 22:10:13,4,1419.24,354.81
T00351,C0169,P052,2024-12-03 17:26:43,4,1419.24,354.81
T00460,C0099,P052,2024-05-02 00:25:40,2,709.62,354.81
T00988,C0165,P052,2024-09-06 06:43:42,4,1419.24,354.81
T00076,C0141,P065,2024-09-23 20:32:31,3,1282.83,427.61
T00110,C0084,P065,2024-08-13 10:30:05,2,855.22,427.61
T00139,C0118,P065,2024-04-13 02:29:41,1,427.61,427.61
T00288,C0049,P065,2024-01-22 14:14:26,1,427.61,427.61
T00306,C0021,P065,2024-06-27 23:39:15,3,1282.83,427.61
T00383,C0048,P065,2024-11-22 19:56:10,2,855.22,427.61
T00540,C0034,P065,2024-05-08 21:17:10,2,855.22,427.61
T00569,C0107,P065,2024-10-22 12:54:23,3,1282.83,427.61
T00585,C0056,P065,2024-01-31 08:26:51,2,855.22,427.61
T00888,C0055,P065,2024-05-24 09:36:07,2,855.22,427.61
T00892,C0022,P065,2024-04-06 10:33:06,4,1710.44,427.61
T00077,C0192,P063,2024-06-15 17:12:53,3,100.77,33.59
T00104,C0174,P063,2024-01-12 03:22:30,3,100.77,33.59
T00216,C0193,P063,2024-03-22 19:50:03,3,100.77,33.59
T00353,C0012,P063,2024-10-22 21:55:48,1,33.59,33.59
T00378,C0175,P063,2024-08-03 22:08:12,3,100.77,33.59
T00413,C0021,P063,2024-01-24 18:23:07,3,100.77,33.59
T00459,C0075,P063,2024-01-17 01:36:03,4,134.36,33.59
T00760,C0090,P063,2024-01-03 18:25:39,1,33.59,33.59
T00853,C0098,P063,2024-12-23 18:36:04,4,134.36,33.59
T00078,C0011,P089,2024-03-23 02:59:36,3,662.73,220.91
T00153,C0094,P089,2024-11-05 07:32:47,3,662.73,220.91
T00245,C0120,P089,2024-04-28 20:01:47,4,883.64,220.91
T00291,C0109,P089,2024-01-27 06:14:19,2,441.82,220.91
T00390,C0113,P089,2024-02-04 07:33:04,4,883.64,220.91
T00773,C0068,P089,2024-12-08 14:38:23,3,662.73,220.91
T00883,C0170,P089,2024-05-10 03:22:49,4,883.64,220.91
T00082,C0127,P088,2024-08-25 05:43:29,1,263.55,263.55
T00130,C0191,P088,2024-08-15 13:06:00,1,263.55,263.55
T00424,C0114,P088,2024-09-23 04:35:24,4,1054.2,263.55
T00461,C0072,P088,2024-09-17 03:59:29,1,263.55,263.55
T00556,C0050,P088,2024-11-17 17:56:48,3,790.65,263.55
T00751,C0096,P088,2024-03-11 17:07:12,2,527.1,263.55
T00954,C0179,P088,2024-10-10 04:15:26,4,1054.2,263.55
T00985,C0068,P088,2024-07-30 21:37:27,2,527.1,263.55
T00083,C0046,P066,2024-04-08 10:34:10,4,1348.88,337.22
T00195,C0023,P066,2024-11-02 10:20:14,1,337.22,337.22
T00225,C0126,P066,2024-06-20 04:11:50,3,1011.66,337.22
T00267,C0037,P066,2024-06-30 00:11:05,3,1011.66,337.22
T00505,C0147,P066,2024-07-29 19:28:48,2,674.44,337.22
T00596,C0175,P066,2024-09-30 11:36:49,1,337.22,337.22
T00609,C0094,P066,2024-03-19 01:04:53,1,337.22,337.22
T00623,C0146,P066,2024-07-12 10:03:14,3,1011.66,337.22
T00838,C0101,P066,2024-07-24 17:40:37,1,337.22,337.22
T00921,C0017,P066,2024-12-01 22:55:38,4,1348.88,337.22
T00924,C0116,P066,2024-04-02 00:16:13,1,337.22,337.22
T00084,C0045,P015,2024-08-02 13:45:45,4,635.72,158.93
T00114,C0068,P015,2024-05-28 18:07:55,1,158.93,158.93
T00333,C0101,P015,2024-12-28 11:00:00,3,476.79,158.93
T00526,C0156,P015,2024-01-01 16:46:56,4,635.72,158.93
T00599,C0013,P015,2024-08-15 20:46:42,1,158.93,158.93
T00801,C0021,P015,2024-02-06 03:27:17,1,158.93,158.93
T00893,C0101,P015,2024-03-24 16:37:25,1,158.93,158.93
T00989,C0129,P015,2024-05-28 14:48:17,3,476.79,158.93
T00088,C0019,P001,2024-01-30 17:23:03,2,338.6,169.3
T00314,C0024,P001,2024-09-24 17:15:16,4,677.2,169.3
T00428,C0071,P001,2024-08-02 08:13:23,2,338.6,169.3
T00433,C0036,P001,2024-05-05 05:01:18,2,338.6,169.3
T00449,C0191,P001,2024-12-12 12:17:38,1,169.3,169.3
T00545,C0105,P001,2024-06-24 10:10:17,2,338.6,169.3
T00732,C0045,P001,2024-08-13 10:42:48,2,338.6,169.3
T00758,C0017,P001,2024-05-28 14:47:15,3,507.9,169.3
T00095,C0189,P093,2024-09-13 18:57:35,2,609.88,304.94
T00211,C0007,P093,2024-03-29 14:35:12,4,1219.76,304.94
T00335,C0118,P093,2024-04-06 09:26:36,2,609.88,304.94
T00547,C0079,P093,2024-07-30 23:32:12,4,1219.76,304.94
T00586,C0179,P093,2024-08-31 22:33:10,1,304.94,304.94
T00629,C0100,P093,2024-04-06 10:30:48,1,304.94,304.94
T00630,C0031,P093,2024-10-08 23:58:14,2,609.88,304.94
T00899,C0141,P093,2024-04-30 17:03:34,1,304.94,304.94
T00096,C0161,P073,2024-03-23 00:07:54,3,80.97,26.99
T00277,C0029,P073,2024-10-01 17:22:05,4,107.96,26.99
T00317,C0111,P073,2024-06-19 15:07:10,4,107.96,26.99
T00336,C0147,P073,2024-11-16 15:45:25,3,80.97,26.99
T00388,C0081,P073,2024-04-11 01:44:41,1,26.99,26.99
